test,item,score,speaker_name,speaker,rater,rater_gender,rater_age,speaker_wav
137,38,4,ENY,3337,919,M.r,65,38_E08_NY.wav
137,39,5,MJU,3335,919,M.r,65,39_M05_JU.wav
137,40,2,EOK,3341,919,M.r,65,40_E13_OK.wav
137,41,5,INY,3336,919,M.r,65,41_I01_NY.wav
137,42,4,IJU,3340,919,M.r,65,42_I05_JU.wav
137,43,4,EOK,3341,919,M.r,65,43_E08_OK.wav
137,44,6,ENY,3337,919,M.r,65,44_E05_NY.wav
137,45,3,MJU,3335,919,M.r,65,45_M10_JU.wav
137,46,3,IOK,3339,919,M.r,65,46_I08_OK.wav
137,47,5,INY,3336,919,M.r,65,47_I13_NY.wav
137,48,5,IJU,3340,919,M.r,65,48_I02_JU.wav
137,49,5,EOK,3341,919,M.r,65,49_E10_OK.wav
137,50,5,INY,3336,919,M.r,65,50_I05_NY.wav
137,51,3,EJU,3343,919,M.r,65,51_E08_JU.wav
137,52,4,IOK,3339,919,M.r,65,52_I10_OK.wav
137,53,3,MNY,3342,919,M.r,65,53_M13_NY.wav
137,54,5,IJU,3340,919,M.r,65,54_I10_JU.wav
137,55,3,IOK,3339,919,M.r,65,55_I02_OK.wav
137,56,4,ENY,3337,919,M.r,65,56_E13_NY.wav
137,57,5,MJU,3335,919,M.r,65,57_M01_JU.wav
137,4,3,MOK,3338,921,M.r,0,04_M01_OK.wav
137,5,6,ENY,3337,921,M.r,0,05_E10_NY.wav
137,6,5,MJU,3335,921,M.r,0,06_M08_JU.wav
137,7,3,IOK,3339,921,M.r,0,07_I05_OK.wav
137,8,6,ENY,3337,921,M.r,0,08_E02_NY.wav
137,9,3,IJU,3340,921,M.r,0,09_I01_JU.wav
137,10,3,MOK,3338,921,M.r,0,10_M05_OK.wav
137,11,3,INY,3336,921,M.r,0,11_I08_NY.wav
137,12,3,MJU,3335,921,M.r,0,12_M13_JU.wav
137,13,5,EOK,3341,921,M.r,0,13_E02_OK.wav
137,14,4,MNY,3342,921,M.r,0,14_M05_NY.wav
137,15,5,EJU,3343,921,M.r,0,15_E10_JU.wav
137,16,3,MOK,3338,921,M.r,0,16_M13_OK.wav
137,17,5,ENY,3337,921,M.r,0,17_E01_NY.wav
137,18,3,IJU,3340,921,M.r,0,18_I08_JU.wav
137,19,2,EOK,3341,921,M.r,0,19_E01_OK.wav
137,20,4,MNY,3342,921,M.r,0,20_M10_NY.wav
137,21,6,EJU,3343,921,M.r,0,21_E02_JU.wav
137,22,2,IOK,3339,921,M.r,0,22_I01_OK.wav
137,23,5,MNY,3342,921,M.r,0,23_M08_NY.wav
137,24,5,MJU,3335,921,M.r,0,24_M02_JU.wav
137,25,1,EOK,3341,921,M.r,0,25_E05_OK.wav
137,26,4,INY,3336,921,M.r,0,26_I02_NY.wav
137,27,3,IJU,3340,921,M.r,0,27_I13_JU.wav
137,28,2,MOK,3338,921,M.r,0,28_M02_OK.wav
137,29,2,MNY,3342,921,M.r,0,29_M01_NY.wav
137,30,5,EJU,3343,921,M.r,0,30_E05_JU.wav
137,31,2,IOK,3339,921,M.r,0,31_I13_OK.wav
137,32,4,MNY,3342,921,M.r,0,32_M02_NY.wav
137,33,3,EJU,3343,921,M.r,0,33_E13_JU.wav
137,34,3,MOK,3338,921,M.r,0,34_M08_OK.wav
137,35,3,INY,3336,921,M.r,0,35_I10_NY.wav
137,36,6,EJU,3343,921,M.r,0,36_E01_JU.wav
137,37,2,MOK,3338,921,M.r,0,37_M10_OK.wav
137,38,6,ENY,3337,921,M.r,0,38_E08_NY.wav
137,39,4,MJU,3335,921,M.r,0,39_M05_JU.wav
137,40,3,EOK,3341,921,M.r,0,40_E13_OK.wav
137,41,3,INY,3336,921,M.r,0,41_I01_NY.wav
137,42,3,IJU,3340,921,M.r,0,42_I05_JU.wav
137,43,4,EOK,3341,921,M.r,0,43_E08_OK.wav
137,44,4,ENY,3337,921,M.r,0,44_E05_NY.wav
137,45,3,MJU,3335,921,M.r,0,45_M10_JU.wav
137,46,2,IOK,3339,921,M.r,0,46_I08_OK.wav
137,47,3,INY,3336,921,M.r,0,47_I13_NY.wav
137,48,3,IJU,3340,921,M.r,0,48_I02_JU.wav
137,49,2,EOK,3341,921,M.r,0,49_E10_OK.wav
137,50,3,INY,3336,921,M.r,0,50_I05_NY.wav
137,51,4,EJU,3343,921,M.r,0,51_E08_JU.wav
137,52,1,IOK,3339,921,M.r,0,52_I10_OK.wav
137,53,5,MNY,3342,921,M.r,0,53_M13_NY.wav
137,54,3,IJU,3340,921,M.r,0,54_I10_JU.wav
137,55,1,IOK,3339,921,M.r,0,55_I02_OK.wav
137,56,6,ENY,3337,921,M.r,0,56_E13_NY.wav
137,57,5,MJU,3335,921,M.r,0,57_M01_JU.wav
137,4,3,MOK,3338,939,M.r,0,04_M01_OK.wav
137,5,6,ENY,3337,939,M.r,0,05_E10_NY.wav
137,6,5,MJU,3335,939,M.r,0,06_M08_JU.wav
137,7,4,IOK,3339,939,M.r,0,07_I05_OK.wav
137,8,6,ENY,3337,939,M.r,0,08_E02_NY.wav
137,9,4,IJU,3340,939,M.r,0,09_I01_JU.wav
137,10,6,MOK,3338,939,M.r,0,10_M05_OK.wav
137,11,5,INY,3336,939,M.r,0,11_I08_NY.wav
137,12,5,MJU,3335,939,M.r,0,12_M13_JU.wav
137,13,6,EOK,3341,939,M.r,0,13_E02_OK.wav
137,14,5,MNY,3342,939,M.r,0,14_M05_NY.wav
137,15,5,EJU,3343,939,M.r,0,15_E10_JU.wav
137,16,4,MOK,3338,939,M.r,0,16_M13_OK.wav
137,17,5,ENY,3337,939,M.r,0,17_E01_NY.wav
